Agger; 56.72497254081157; 8.221464157104492; 135; 2; Agger kan på de rigtige dage levere nogen af de største bølger i Danmark. Stranden er meget bred og derfor gode opsætningsforhold.Når vinden er i Sydøst kan bølgerne blive meget store ved molen.Spottet er for den erfarne bølgesurfer.  Link til Thyborøn vejrstation Link til mobil-vejret i Thyborøn 
Ahl Exile; 56.188336; 10.640148; 45; 2; Rigtig godt fladtvandspot som virker i nord, nordøst og øst. Spottet er for den er efarne kitesurfer, fordi man står i fralandsvind. Det gode er dog, at man kan bunde over et stort område. Man kan desværre ikke køre helt ned til spottet, så man skal gå eller have anden transportmiddel end bil det sidste stykke. Det tætteste man kan holde på spottet er HER.  Vær opmmærksom på at der til højre for spottet og nede i bugten er et fuglereservat, hvor der er forbudt surfe hele året.Tryk på nedenstående link for yderlige information om fredningen i Ebeltoft vig. Vildtreservat Ebeltoft Vig  
Albuen; 54.791599; 10.976726; 45; 0; Albuen og Søndernor, som lagunen hedder, er et følsomt og fredet naturområde for sjældne fugle og planter.Derfor er der visse hensyn vi skal tage, hvis vi vil bevare spottet.Færdsel på strandengene og i siv- og rørskov på selve Albuetangen, som starter ved bommen til venstre for P-pladsen, er forbudt.Gå derfor ud langs diget til højre for P-pladsenDet er forbudt at færdes med motorkøretøjer på og langs med diget.Spottet virker i alle vindretninger men er bedst fra SV til NV.Man kan bunde i det meste af lagunen. I starten nede ved P-pladsen er der så lavt, at man skal sejle fladt for ikke at skrabe på bunden.Det kan anbefales at slæbe grejet længere ud af diget, i stedet for at kæmpe med et langt stykke med for lavt vand.Der er en enkelt sten i midten af lagunen, som ses  tydeligt fra P-pladsen.Spotreglerne er lavet i samarbejde med Skov- og Naturstyrelsen, som ejer P-pladsen, lodsejerne som ejer Albuetangen og det Lollandske Digelag. som ejer diget.
Amager Beach Park; 55.65727720282972; 12.645134925842285; 45; 1; Strandparken duer når vinden er fra NE til SE.. N og S giver meget ustabil og turbulent vind. På ydersiden er der choppet/små bølger, og man kan kun bunde ca. 20 meter ud, sandstrand, men badebroer nogle steder.	 	På indsøerne er vandet fladt, men man kan max bunde 20 meter ud, der ligger nogle rækker tydelige sten på indersiden af søen, man skal passe MEGET på hvis man går op af vandet ved stenmolerne, da stenene er sindsygt glatte!!	Link til vindmåler	Link til webcam	NB: Det er ikke tilladt at kitesurfe i indersøerne i badesæsonen.  
Als; 56.755845; 10.297235; 45; 0; Very nice spot, it has a very large grass area for launching and lots of benches to hang out at. I think during summer holidays this area can become very busy, with boats and people. If that does happen thentry the Als Odde spot a little further down.There are multiple flat water areas, waves, and also enough water for kiting when there is very low water levels at most other spots.There is a deep channel which could make a fantastic speed strip in low water, but I still need to be try it.Not too much Eel grass and generally very clean water and white sandy bottom, no big rocks.Only restriction or actually more of a request.Please do not ride past the walking bridge that comes far out into the water, this is on the Northern side, and is a long distance away from the spot.Past this bridge there is grass areas  where birds can be nesting and if we go in this area, it could generate problems with the locals and bird watchers.So please keep the peace. There is a huge area on the South side with so much space it is not needed to go into the area on the North side.Main Dangers,There are boats and bouys in the water around these there are anchors in the water. There is one grey bouy in particular, that has two very large nausty anchors with big spikes. My advice is to be careful around them, avoid them with about 5m space and you should be okay There are afew tree branches stuck into the ground, I think this is to mark a general harbour area for boats.Wind direction to take note ofIn a NW and SW it is possible to kite here but you will need to launch from the water.In a N or S wind the grass launch area could be gusty due to trees around the area.I think the spot is best in a NNE to a SSE wind
Anholt; 56.718072968734994; 11.514616012573242; 135; 1; Store lækre sandstrande og man kan bunde langt ud. Anholt har opnået kultstatus for et årligt kitesurftræf i uge 30 (King of the Island). Vinden er somregel god da øen ligger midt i Kattegat mellem Danmark og Sverige. Man kan ikke få sin bil med til øen, da det er en bilfri ø. Tjek hjemmesiden om Anholt Eventen i uge 30 på nedestående link:http://www.anholtuge30.dk/
Aså; 57.14359750828814; 10.428557395935058; 45; 0; Gode forhold og god til begyndere. Hvis vinden blæser i øst kan der komme 1,5 meter høje bølger. Man kan bunde lang ud og derfor velegnet til begyndere.
Als Odde; 56.704293585429525; 10.32590389251709; 90; 0; Als Odde byder på en 1.5 km lang sand revle som lokale kalder Lille Mallorca pga klart vand og hvidt sand. Fra Als Odde er det en vadetur på ca 45 min ud til revlen med vand til maven. På surfboard måske ca 3-5 min i den rigtige vind. Der er et kæmpe fladtvands område bag revlen med måske 500m til land. På ydersiden af revlen er det a'la Hou, Øster Hurup mm, men med meget klart vand da man er længere fra kysten. 
Balka; 55.03835195578775; 15.107917785644531; 45; 1; Balka strand strækker sig fra Balka til Snogebæk. En stor og bred strand, der samtidig er Bornholms mest lavvandede strand. De bedste lauchmuligheder og godt begynderspot. I Balka-enden, hvor de fleste parkeringspladser findes, er der to meget pæne og handicapvenlige toiletter.
Bag Korsør Golfbane; 55.34779; 11.15679; 90; 0; Lavvande og fladvandspot! Eneste ulempe er at man skal gå 300 meter og at opsætningsforholdene er ikke i top. Men når dragen er derude, har du dig selv et kongespot! - der er en stig fra hvor man kan holde til hvor spottet er. Tryk på nedenstående link for vejrdata fra Kørsør Sejlklub: Korsør Sejlklub   Tak til Anders Jensen for spotbeskrivelse og spotbilleder.    
Alrø; 55.87141043697487; 10.11664867401123; 135; 1; Ved Alrø dæmningen: Vinden kan være ret stødende hvis den kommer ind over land. Optimal vindretning er ren vest, lidt vest syd vest eller vest nord vest kan gå, hvis den går for meget syd eller nord kommer den ind over land bliver den stødede og ret så meget skod.   Launch muligheder.  Det kan være lidt tricky at launche. Begyndere kan fint gå ud i vandet og launche. Alle andre skal være opmærksomme på kastevinde op af skrænten. Lad være med at holde kiten direkte over hovedet hvis du launcher oppe på pladsen. Især i sydlig vind.   Vær opmærksom på fortøjnings pæle i meget højvande kan de være svære at spotte. Spørg de lokale kitere på stedet, hvor de er placeret. Der er en stor sten ca. 10m til venstre side fra skrænten  når du skal ud. Rimelig fladt vand. Du kan næsten bunde overalt, undtagen i den gamle sejlrende.      NB: Der er total forbud for alt bræt sejlads øst for dæmningen! Området er fuglereservat. Dette er faktisk også gældende 100 meter vest for dæmningen men i dette områder er der givet dispensation. Se nedenstående link for yderligere information: http://www.skovognatur.dk/Udgivelser/Foldere/Reservater/Horsens.htm     Tak til Søren Smidt for spotbeskrivelse.
Bellevue (Backyards); 56.19803839319986; 10.271615982055664; 90; 1; Lækker sandstrand og forholdsvis lavvandet et stykke ud. Om sommeren er der ofte rigtig mange badegæster. Vær mærksom på at du ikke må parkere nede af de private veje langs stranden.Spottet fungerer rigtig godt i østlig og sydøstlig vindretning, men bliver meget stødende hvis vinden går helt i syd.Surflines vindmåler:http://www.surfline.dk/Vind-krogen/Webcam i Risskov 
Begtrup Vig; 56.171838752735496; 10.511856079101562; 45; 0; I Begtrup vig er der op til flere spots, som virker i forskellige vindretninger. Det bliver hurtigt halv-dybt, På dage med svag sommervind er der ofte et par m/s mere at hente i forhold til Åkrogen. Det unikke ved stedet opstår imidlertid ved hidsig vind fra vestlige til nordvestlige retninger. Her bliver luften vestfra presset sammen mellem Ryes Skanse og højderne længere mod nord, hvorefter den bliver ekspederet ud i Ebeltoft Vig med endnu højere vindhastighed (dog af og til lidt stødende). Under sådanne forhold er det ganske muntert at gå ud fra skydebanen og tage lidt højde mod nord op mod sommerhus-området. 
Bellevue (Backyards); 56.19803839319986; 10.271615982055664; 90; 1; Lækker sandstrand og forholdsvis lavvandet et stykke ud. Om sommeren er der ofte rigtig mange badegæster. Vær mærksom på at du ikke må parkere nede af de private veje langs stranden.Surflines vindmåler:http://www.surfline.dk/Vind-krogen/Webcam i Risskov 
Binderup; 55.42104976819221; 9.59329605102539; 45; 1; Parkering ned til stranden og et fint areal til at rigge til på. Der er lavvandet ret langt ud og der er ret god plads. Der ligger dog ofte nogle joller fortøjet tæt ved stranden, som man skal passe på. Om sommeren kan der være en del badegæster.
Bjerge strand; 55.58969630607037; 11.147346496582031; 225; 0; Dejlig sandstrand men ofte choppet.
Blokhus; 57.25514126835116; 9.576301574707031; 270; 1; Godt bølgespot. Bølgerne kan blive store på dette spot. Stranden er bred og der bliver hurtigt meget dybt. Vær opmærksom på mange badende gæster i sommersæsonen. .
Blåvand; 55.55368965386396; 8.085594177246093; 180; 2; Fin bred strand med område der er forbeholdt surfere. Nemt at sejle bag høfderne i V-SV vind hvis man er nybegynder i bølger.
As Vig; 55.760688; 10.020046; 45; 0; FIn parkeringsplads og græsareal til launch. sandstrand med lavtvandsområder og dybere vand. 
Bigums; 56.52419; 10.62661; 45; 0; Vigtig informationPå græsplænen, hvor vi normalt rigger til og sætter kites op, var der her i søndags d. 2 juni 2013 sat et skilt op, hvorpå der var skrevet Privat. Manden der åbenbart ejer græstykket, vil ikke have os på hans grund.  Han tører sine fiskenet på græsset og vi kan derfor ikke lægge vores udstyr der. Vi tog alle om på højre side af åen, hvor der også er en god græsplæne til oprigning. Det gode er at der faktisk er læ til dem der ikke er på vandet, men samtidig lidt tricky at sætte kites op og ned. Fungerede dog ganske fint. Man kommer over til spottet igennem skoven ved parkeringspladsen. Til højre for hvor man går ud, er et rigtig lækkert fladvandsspot også kaldet Bigums Exile, som ligger mellem fjellerup og bønnerup. Stort lavvandsområde hvor man kan sejle helt til bønnerup og det er lavt 300-400 meter ud. Ønsker man lidt bølger og dybere vand skal man blot sejle i området mod fjellerup. NB: Vær  lige være opmærksom på, at der i vandoverfladen ligger nogle store sten. De er dog nemme at få øje på.Tak til Jan Bigum for spotbeskrivelse og spotbilleder 
Boderne; 55.022905395299844; 14.906730651855468; 135; 1; Bred sandstrand med gode launchmuligheder. Spottet kan give gode bølger.
Bogense; 55.56488; 10.07854; 45; 0; Der er lavet en artificiel strand, som går 200m ud og skaber en stor lagune. Der kan til tider være meget lavvandet i lagunen og der er mange skilte op langs vandkanten. Der er en fin parkeringsplads lige i nærheden ved marinaen, og hvis man ellers opfører sig pænt kan man også slippe godt fra at låne et toilet der.   Hvis vinden er i NV er spottet et suverænt fladtvandsspot. Så kommer vinden hen over den kunstige tange der er lavet for enden af marinaen (se nedenstående Google map), og vandet bliver derfor helt fladt inde i lagunen, selv i hård vind :-)    
Boeslum; 56.20660850278197; 10.733814239501953; 45; 1; Bred strand med småsten. Gode launchmuligheder og man kan køre op langs vandet i bil. Der kan komme forholdsvis gode bølger. Vær opmærksom på at der kan være meget strøm langs kysten. Tak til Lars Møldrup for spotbilleder. 
Bogens Strand; 56.208596; 10.576388; 45; 0; Fin mulighed for parkering, tilrigning osv. Første par meter er der sten, men ellers er der sandbund.Spottet er bedst i Øst til Nordøst. Sydøst kan også bruges men det giver rodede bølger. Jeg har været der i sydøst med meget fine bølger...............ikke store men meget regulære.
Bork havn; 55.84334973251237; 8.273477554321289; 270; 0; Bork havn er et hyggeligt sted og der er som regel mange surfere der om sommeren. Det er et rigtig fladtvands spot og er meget egnet til begyndere og man kan faktisk bunde over det hele.For information omkring surfing i Ringkøbing Fjord og fredede områder se nedenstående link: http://www.rksk.dk/Surfing-7687.aspx 
Borgnæs; 54.885923; 10.383554; 270; 0; Borgnæs er et super kitespot, med masser af plads og få badegæster i forhold til til Vester Strand. Hvis vinden er fra nord/nordvest brækker bølgerne længere ude og man kan sejle i masser af fladt vand længere inde. Borgnæs strækker sig over et større areal og derfor kan man også sejle i bølger længere ude. Det er et ok bølgespot, men et klart bedre fladvandsspot. Dog er tilrigning og launch muligheder ikke de bedste, hvilket vil sig, at man ikke kan være mere end ca. 5 kites af gangen på stranden.
Borre Knob; 55.828221; 10.016462; 270; 0; Områder med fuldstændig fladt vand og små bølger midt i det hele - perfekte ramper.Der er der masser af plads og man kan bunde rigtig langt ud. Ved lavvande skal man dog gå et stykke, før der er mere end knædybt.Spottet har kæmpe områder med græs til tilrigning, men græsset kan godt være ret højt. NB: Vi gør opmærksom på at der ikke længere må rigges op på bondemandens mark!Så der skal rigges op, enten på strandbreden eller også skal man gå ned ved kursuscentret.Vandenstanden for Borre Knob:
Blødenhale; 57.312293; 11.198158; 45; 1; Syrodde og blødenhale er gode spots når vinden kommer over i N til SØ. Stranden og og de øvrive strande på Læsø, minder meget om strandene på østkysten af jylland og anholt.
